star_name,Nobs,model_offset_transition,err_stat_transition,err_sys_transition,chisq_nu_transition
HD10180,26,6.640693326600527,3.508571734680889,16.76242705349474,1.748808727285742
HD102117,7,-6.349888545147172,6.313526169093,16.76242705349474,0.7166636155505351
HD102438,41,17.374888730833316,1.9515091098264576,16.76242705349474,1.1964220325251353
HD104982,1,14.272872206077182,15.322587480711972,16.76242705349474,nan
HD106116,8,-12.597241136902253,5.488700665176808,16.76242705349474,0.7958837035191448
HD108309,27,-3.405157298238196,2.7557017748968304,16.76242705349474,1.3509119788728428
HD110619,2,24.552426594279243,11.53159065755149,16.76242705349474,3.1095705654286747
HD111031,9,15.603222165580766,4.9311340074024175,16.76242705349474,2.646497049450883
HD114853,26,3.420715899932113,2.623306366612553,16.76242705349474,1.0655756610013223
HD11505,2,6.743224664543853,10.456263982913727,16.76242705349474,2.607170428195194
HD115617,589,-11.829731763437696,0.45267814460104777,16.76242705349474,1.5048077422209512
HD117105,9,-15.25841791896499,5.087934723521609,16.76242705349474,1.6675467453396449
HD117207,5,-1.5895683641993765,7.423786190653507,16.76242705349474,1.011527846646803
HD117618,4,4.039783481326315,8.622343580389277,16.76242705349474,0.8315926515956287
HD12387,2,9.444610756243643,9.599577484086524,16.76242705349474,3.1780833800838506
HD124292,6,28.430715937339187,4.967538834305683,16.76242705349474,1.1875693330216086
HD125881,5,1.3443737610347042,7.926827313553363,16.76242705349474,0.5395583026984597
HD126525,1,23.055766881408942,17.800266716482817,16.76242705349474,nan
HD128674,6,8.37106733393683,5.429092856993187,16.76242705349474,0.40437856145919965
HD134060,69,3.081659646267193,1.9766343545595368,16.76242705349474,1.294154515361508
HD134987,15,-7.828230725823792,3.738467570735528,16.76242705349474,2.315596834218708
HD136352,260,-6.108704758743781,0.6819448693145959,16.76242705349474,1.5128487647944524
HD136894,5,6.961437617110479,6.130649360099982,16.76242705349474,0.9309266333762547
HD138573,0,nan,nan,nan,nan
HD1388,48,-18.559977493452877,2.408264741013244,16.76242705349474,1.4386063270200897
HD140538,11,-16.196977328693038,4.236136572209331,16.76242705349474,1.2587365037508957
HD140901,20,-38.882409504280794,3.4610246170141417,16.76242705349474,0.8187906269895936
HD141937,1,-10.529533667385806,17.439018190399903,16.76242705349474,nan
HD143114,3,-17.454481164088428,8.187932258717339,16.76242705349474,4.103598456078412
HD144585,12,14.971478696322961,4.413941000544151,16.76242705349474,1.8905396102608807
HD1461,129,17.621869994007433,1.1624983872752022,16.76242705349474,1.4588115279169118
HD146233,91,-6.279966466015615,1.512497279822531,16.76242705349474,1.5955458988357267
HD147512,5,13.110647432926065,6.042944871970616,16.76242705349474,0.6401056189501477
HD150433,16,-0.21571509616250756,3.2067110034464887,16.76242705349474,1.7279955540809397
HD152391,1,-62.00767785930785,20.1602024467568,16.76242705349474,0.0
HD154417,3,-72.99246036579574,15.62047008384873,16.76242705349474,0.2806665087655844
HD157338,10,20.92641077741622,4.763678702664068,16.76242705349474,1.4449488470711331
HD157347,15,14.702204256586812,2.938291352611662,16.76242705349474,0.7130886785252535
HD1581,1609,7.91913198591323,0.3526709274380029,16.76242705349474,1.4998744448946757
HD161612,6,4.773124857793664,5.3454474195394255,16.76242705349474,0.49988365602249846
HD168443,3,-10.05005215517902,6.778720418213237,16.76242705349474,2.6453614700173196
HD168871,12,-11.355415274724145,5.355743928519935,16.76242705349474,0.4200775961631105
HD171665,3,15.862534344113515,8.411299101631544,16.76242705349474,0.7643706693888377
HD172051,20,17.598712372459488,2.8548638587742396,16.76242705349474,1.3431412418577302
HD177409,1,-11.916101221341876,18.85440393017101,16.76242705349474,nan
HD177565,23,19.868934514276983,2.703006368552669,16.76242705349474,2.6677299491631445
HD1835,0,nan,nan,16.76242705349474,nan
HD183658,3,55.44160650463495,8.997428522698822,16.76242705349474,0.020204730155465263
HD184768,1,6.5865950090310434,15.040375690431418,16.76242705349474,nan
HD189567,127,1.1554119959490308,1.1013510719534247,16.76242705349474,1.1617418804589628
HD189625,3,-41.50488951776643,9.984829628275312,16.76242705349474,1.034987249040263
HD190248,2356,-16.614324213555005,0.2360290461384614,16.76242705349474,1.4353685021004823
