star_name,Nobs,model_offset_transition,err_stat_transition,err_sys_transition,chisq_nu_transition
HD83529,0,nan,nan,nan,nan
HD88742,0,nan,nan,nan,nan
HD90156,7,4.8002194708625785,4.433716910296785,14.491570009819139,1.915030623991634
HD92719,7,-19.344110691826117,4.962448520041729,14.491570009819139,0.6087873214699163
HD92788,0,nan,nan,nan,nan
HD95521,0,nan,nan,nan,nan
HD96423,0,nan,nan,nan,nan
HD96700,7,16.729645815968016,5.135381990630479,14.491570009819139,0.9806741227031859
HD96937,0,nan,nan,nan,nan
HD97037,0,nan,nan,nan,nan
HD97343,7,-19.437466812744955,5.010294961128631,14.491570009819139,1.5050130511144861
HD9782,0,nan,nan,nan,nan
HD98281,7,19.686898101865662,4.846945437422137,14.491570009819139,1.4722441777998527
Vesta,0,nan,nan,nan,nan
