star,4652.593Cr1_4653.460Cr1_29,4652.593Cr1_4653.460Cr1_30,4759.449Ti1_4760.600Ti1_32,4759.449Ti1_4760.600Ti1_33,4799.873Ti2_4800.072Fe1_33,4799.873Ti2_4800.072Fe1_34,5138.510Ni1_5143.171Fe1_42,5187.346Ti2_5200.158Fe1_43,6123.910Ca1_6138.313Fe1_60,6123.910Ca1_6139.390Fe1_60,6138.313Fe1_6139.390Fe1_60,6153.320Fe1_6155.928Na1_61,6153.320Fe1_6162.452Na1_61,6153.320Fe1_6168.150Ca1_61,6155.928Na1_6162.452Na1_61,6162.452Na1_6168.150Ca1_61,6162.452Na1_6175.044Fe1_61,6168.150Ca1_6175.044Fe1_61,6192.900Ni1_6202.028Fe1_61,6242.372Fe1_6244.834V1_62
HD10180,6.287901482894702,6.302914021407689,9.951505564022495,11.95767752105202,12.78804644130912,12.423476379999897,4.288520045497425,5.0961348913839375,4.743475757052889,5.022535845373318,5.645534905996713,11.175228631634585,8.11574088225647,7.269032908121566,10.949025450555254,7.154937529816314,6.515580710620356,5.321350210133526,6.2525563009415865,12.36397172706624
HD102117,10.1407434305038,9.47120627472509,9.996549192019117,11.949301856898366,11.395954238814344,12.492648616413264,6.5081330186779525,7.505136343799865,7.670175842835382,7.38177817998967,8.821045165148991,10.535908578590993,8.597351119787044,7.379563342029821,10.91448087628145,7.9416146695651015,7.538825113114246,6.11946340369726,8.637934792831256,7.830690707895502
HD102438,3.2878182041477486,3.9044768809217043,4.46914571238948,5.885067260500625,6.4576748035206535,6.643110547547782,3.9361282211975754,2.7547978708459415,3.415435404600316,3.0835645847122746,3.917380423544622,7.772859038233237,4.898610423490298,3.6673855586187867,8.029197351770827,4.430705567902721,4.4612513572491075,2.8571247715527144,3.9809339914476083,4.978590433464828
HD104982,24.34225344925186,27.02647409967271,39.85465698915891,49.572918821327605,nan,49.07934927673288,17.261586877777045,nan,19.3596320673803,19.34578609122667,21.65704180887367,69.4049542176297,42.51743922179576,31.213422883396834,72.76695179000494,38.10852097570031,37.03667144255451,23.200434514517106,23.875505287020633,45.711038608174476
HD106116,7.958934859071498,9.185224324463857,11.990241424703312,13.227341404558931,12.597269964402615,13.21298101365793,6.280389646982407,7.318371204766182,7.022262686155348,7.194676675507243,7.910109312794615,15.027738269933655,11.928467862298895,8.716945487699764,15.972734145803075,9.732854350810825,9.191525686021587,6.3241485609341925,7.478680614244167,9.565220566212748
HD108309,4.539049861999028,4.867523307523451,6.547932874629165,7.353607178864144,7.0497108779795745,7.122629360331676,3.8555491144229674,3.3877840536341592,4.31094451653957,4.137738859850521,4.066972295119142,6.80843579728556,5.150212364361081,4.869235052760551,7.063169971868137,5.304393229362941,4.568032900426654,3.9931099475200877,4.976569507857603,6.061791513393323
HD110619,14.522069473740032,nan,25.036433306284863,37.434784779450986,37.16152352869948,41.35919969805835,16.0795490137721,14.033797410443807,21.269751334901404,20.009818465615812,23.802391841063017,54.376696185829225,31.228698465264657,21.700140750336846,57.38199662964015,28.35269055919936,27.473188243302758,15.853480129656164,15.144119839418028,32.20504182803239
HD111031,6.709529876141621,7.739120139723692,8.99269204563847,12.805894244898132,10.54696290848873,12.569107519777171,5.509636279852063,6.098867339431959,7.660616011600448,7.157154849265335,8.1850612267159,11.00817648503411,8.425803227434802,7.320978401045037,10.316213424059109,7.011845749000519,6.698825242879422,5.484284331474399,6.3733754662785715,7.990948911128941
HD114853,4.600016371659087,4.920803625445619,7.672966753642474,9.19937647649455,10.257436376487062,10.148695068291518,3.39100520569556,3.8525708770670337,3.4806612935724877,3.9745645216127743,4.212270082176763,12.656590896698726,7.67262366329342,5.289235990110515,13.490875218206039,7.002671985523752,7.018401012370706,4.031896836996797,4.103877132326201,10.066046820825859
HD11505,16.369266014479326,19.848268256544095,26.00817570033316,34.84770239383229,37.08522814963568,37.25178017449444,17.487221936262237,19.054877484293318,13.030719159812303,14.955989196329341,16.553772819890852,48.58960381346974,30.097746178536458,22.14097524454011,50.7531306514547,26.30411328422814,25.74129384854865,15.91041626218042,nan,37.027249167505005
