star,4652.593Cr1_4653.460Cr1_29,4652.593Cr1_4653.460Cr1_30,4759.449Ti1_4760.600Ti1_32,4759.449Ti1_4760.600Ti1_33,4799.873Ti2_4800.072Fe1_33,4799.873Ti2_4800.072Fe1_34,5138.510Ni1_5143.171Fe1_42,5187.346Ti2_5200.158Fe1_43,6123.910Ca1_6138.313Fe1_60,6123.910Ca1_6139.390Fe1_60,6138.313Fe1_6139.390Fe1_60,6153.320Fe1_6155.928Na1_61,6153.320Fe1_6162.452Na1_61,6153.320Fe1_6168.150Ca1_61,6155.928Na1_6162.452Na1_61,6162.452Na1_6168.150Ca1_61,6162.452Na1_6175.044Fe1_61,6168.150Ca1_6175.044Fe1_61,6192.900Ni1_6202.028Fe1_61,6242.372Fe1_6244.834V1_62
HD92719,56404.65802546137,56417.03226427182,72486.54701843359,72524.2469468683,12489.461049813153,12512.085575285215,272172.08578705305,739532.289830723,704327.075454726,756882.8932141527,52562.82594204431,126941.71944174997,444508.25953858526,721195.5794932094,317565.8827734616,276690.0872884084,612007.2649218104,335321.36152625084,442009.3396526132,118218.55087815353
HD92788,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
HD95521,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
HD96423,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
HD96700,56409.10349388035,56400.3739695286,72487.65454270624,72519.84610217607,12473.185957469192,12514.09865666937,nan,739522.7512718082,704329.2699682887,756867.7885869152,52540.084210883295,127015.3840289463,444565.9448436764,721202.3149454489,317550.2335888615,276627.05948148883,611967.9094811187,335333.95838486304,442038.1982423398,118305.38760648701
HD96937,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
HD97037,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
HD97343,56407.85624985615,56423.159800505186,72523.08164841379,72508.2603753269,12544.632636265103,12583.952918689496,272243.5270543148,739545.3648644354,704373.7545409796,756929.9620085522,52548.602453303385,126930.67879637108,444496.78926475527,721211.0814383198,317565.87804819184,276713.95497874205,612026.5998628136,335313.16499678587,442107.63515027653,118208.63976706527
HD9782,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
HD98281,56359.288893168494,56405.167570369835,72504.32854913054,72522.78523539723,12545.240800023972,12571.621694266261,272214.970264181,739559.8278105222,704363.1178162623,756918.6050020471,52551.80474138599,126897.39413164266,444475.59009310737,721209.4642722391,317578.3642435843,276741.331448939,612064.3852035711,335327.7693321667,442082.7545469666,118187.42160389322
Vesta,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
