star,4652.593Cr1_29,4652.593Cr1_30,4653.460Cr1_29,4653.460Cr1_30,4759.449Ti1_32,4759.449Ti1_33,4760.600Ti1_32,4760.600Ti1_33,4799.873Ti2_33,4799.873Ti2_34,4800.072Fe1_33,4800.072Fe1_34,5138.510Ni1_42,5143.171Fe1_42,5187.346Ti2_43,5200.158Fe1_43,6123.910Ca1_60,6138.313Fe1_60,6139.390Fe1_60,6153.320Fe1_61,6155.928Na1_61,6162.452Na1_61,6168.150Ca1_61,6175.044Fe1_61,6192.900Ni1_61,6202.028Fe1_61,6242.372Fe1_62,6244.834V1_62
HD45184,70058.2646748912,70047.64181504596,456331.2558621163,717433.6842925673,448668.19830723014,533487.7141043851,533516.2517136885,670446.3389604368,558389.1296669488,71395.73739197478,421473.3241026187,350073.58276547986,454556.27024003095,510697.54187076236,593089.0798613175,176064.01992821568,208028.2803775897,50327.66301468693,147798.7739899465,368271.01685220044,437429.00831232953,458123.6151542848,14796.29943517295,112204.8683922862,332656.0183611442,332687.39183185867,97450.86318151065,119288.03715284236
HD45289,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
HD47186,69991.50805590273,69986.56626516723,456333.7415756502,717499.591455484,448606.9725216593,533549.5528525804,533556.162354722,670516.1699014321,558356.3526426072,71348.22808384108,421400.12851004995,350051.3980297586,454546.9096458409,510763.2269703703,593074.7120635367,176062.22487822216,208036.8218832049,50472.51951671053,147847.38666699023,368362.42277421727,437491.8554653687,nan,14878.061734247638,112168.57333403303,332627.8029868333,332689.5930019231,97353.79184972281,119240.5056360367
HD4915,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
HD55693,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
HD59468,69988.51278672475,69958.26598636682,456347.1628863334,717430.716848365,448618.0186186861,533603.4692300252,533576.8954458142,670449.1863246198,558373.9126957601,71410.63218415358,421498.29380057735,350087.6559534,454550.2782478892,510719.65542191727,593073.0850778756,176032.99763070678,207969.25601413506,50428.132898641605,147831.33269216624,368307.1894911236,437474.85693343286,458116.74926715717,14860.219867255126,112229.18540109668,332699.77407559415,332673.283787034,97397.20545740188,119228.29365115355
HD65907,70075.38072482827,70054.85241488265,456377.85040293256,717360.4650848617,448625.13793472084,533529.2528911518,533523.1990739807,670489.1008430568,558486.6700835048,71318.8983151478,421529.2038663765,350212.6555640603,454472.71682156145,510651.199279775,593105.2491896923,176102.2161505891,208018.61257377657,50231.25037059784,147730.7166661264,368122.89122045995,437317.51737958216,457899.3257653623,14753.361623593219,112217.01066532668,332607.39071063,332624.77441552974,97487.90887952723,119259.03594352545
HD6735,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
HD67458,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
HD68168,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
HD68978,70056.75377451805,70023.31931837267,456336.85897182,717387.2774595974,448580.6942858012,533548.9622616502,533574.8152358894,670417.8141951379,558232.8654218876,71336.50744931179,421373.48126554827,350032.08699994866,454492.6102082593,510664.2356467696,593077.96403551,176050.96129782585,208057.96263332455,50345.434170327004,147808.71764917747,368234.77185377374,437395.1167978287,458179.3506986104,14748.078193299641,112217.57098171869,332651.64545293537,332657.0780017131,97501.57240090703,119296.18817760875
HD69655,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
HD69830,69965.9342640809,69953.16422573729,456398.7884041594,717444.870625586,448608.3959933586,533560.5910760723,533528.7508624208,670399.6356465578,558464.5242155689,71473.4543874277,421583.4243216362,350107.0752443252,454538.7903285379,510674.05643973604,593021.3628539424,175986.86268535527,207996.4837703493,50461.38637403598,147899.90928761056,368329.0592865088,437526.32308210933,458280.385663202,14822.431003987162,112220.81130996572,332640.96991571423,332680.19261041575,97418.96658462446,119243.32679376917
HD70642,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
HD70889,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
HD7134,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
HD72769,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
HD73256,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
HD73524,70085.2925991623,70098.12290231053,456364.0148820143,717450.4750243394,448506.82822485955,533449.4174801772,533381.7440751618,670364.2126342889,558346.3296025917,71331.32391097963,421377.9265735064,350046.27745809825,454485.8714598398,510686.2898959013,593089.5599341112,176095.28666318362,208034.66465598458,50311.95274207247,147772.90662358215,368257.226582581,437415.4046284851,458086.0967003829,14768.091387449922,112212.36958512239,332663.42458305636,332695.79408855207,97468.08536222644,119292.9860348304
HD7449,69993.11344761719,70075.20330731692,nan,717423.0861075156,448083.459462794,533781.9758838423,532862.0677636855,670001.0464507745,558516.4818263126,71211.88354925491,421338.4223301224,350132.0599486401,454364.4467145995,510672.7029434571,593118.9433734445,176004.08373565853,208038.5351504445,50297.66933545739,147747.46562525298,368154.65257637296,437341.79564461065,458132.9383524518,14777.199450299513,112078.51919246084,332520.5679869664,332652.8037030067,97541.39871668692,119287.83800747864
HD76151,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
HD78429,70044.2154635217,70032.13791730678,456321.42357935576,717442.3057898675,448576.38757178985,533536.3422140713,533523.1393432802,670464.4561515802,558331.0350837993,71369.13776458718,421390.7550059292,350023.0030658495,454542.29709575884,510724.4903711847,593096.6298909932,176074.12815517397,208021.92029474684,50372.44154251541,147801.59451345334,368247.2962560334,437443.88172347733,458082.4970591641,14819.908033623506,112199.87094179564,332647.5329049672,332665.6112556367,97413.85866597388,119257.65405764239
HD78558,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
HD78660,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
HD82943,70111.36709745202,70087.79911971717,456326.4563562987,717462.942320235,448588.2914225583,533485.758307774,533484.7164042788,670441.3167006483,558357.5122147665,71354.03530933405,421407.30978939065,350050.7642132059,454551.2994695331,510718.0854612904,593112.7709713662,176089.4558463413,208033.95334835627,50357.949674747804,147783.92975563524,368277.7792348955,437450.72679891484,458094.6510851084,14792.60840565235,112205.04870188201,332674.63980919827,332690.4216040907,97417.99192392902,119293.26261706448
HD83529,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
HD88742,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
HD90156,70019.33039706579,69991.23872850364,456351.1387959817,717399.8901381044,448689.0299774896,533539.1414854492,533505.1647974013,670439.4531349133,558525.6528910288,71423.57529903557,421593.54290309735,350159.51695026737,454562.64512324455,510649.0775833117,593059.4518724956,176034.16500512438,207996.03952970324,50325.43770450863,147813.73031514298,368228.1490530104,437408.2500922321,458100.1264327959,14718.304968013988,112218.13835294721,332614.41836010816,332622.5012516019,97480.03452812122,119272.31736195447
HD92719,70071.98928919536,70033.46415066248,456343.615841248,717392.9574248529,448636.33178019454,533584.0570694827,533513.0883785493,670422.1867263148,558399.2868126013,71368.35282129158,421478.14561600983,350110.7546266389,454502.3778089332,510630.9003131134,593086.8271448138,176057.83590448543,207981.32561114247,50326.77285044441,147793.77272600235,368234.9643731124,437421.2257670522,458143.42294271453,14784.48163881066,112200.010647212,332630.1176335836,332686.8133887303,97487.43379026093,119278.4746966648
HD92788,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
HD95521,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
HD96423,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
HD96700,70096.2923729619,70049.8342104497,456328.6268080896,717388.5371957482,448563.9463586237,533558.1999454681,533429.9482484416,670532.9928232922,558436.6726976397,71307.60874309666,421425.9344140772,350115.87791565317,454481.5999218328,510661.57270669116,593090.214431316,176108.31788190207,207979.2649596169,50289.61943756464,147750.73368032684,368157.99814063066,437361.32276352757,458026.1205423436,14793.20633620045,112210.20988258788,332612.727491,332615.31352776254,97421.03512173034,119240.81421906203
HD96937,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
HD97037,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
HD97343,69954.59082285262,69909.27920067761,456381.5746919891,717428.4068764847,448575.7282996655,533592.2923806943,533540.1387898036,670456.0000538843,558451.5895103357,71459.92985634107,421536.6934983921,350078.756659523,454544.0731764189,510712.8439052846,593025.8526628151,176004.4472481335,207986.61685807444,50431.970572765546,147891.1319144917,368324.0703239535,437513.1523531394,458195.4605949027,14866.526523870072,112242.40016610778,332654.5648514877,332670.7537146199,97408.99016967567,119224.41333965144
HD9782,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
HD98281,69962.40045495676,69913.08076040843,456371.93913593376,717394.7465816226,448650.6285433852,533590.4550811697,533550.9383354736,670426.7334405689,558507.753270874,71480.30233423479,421641.2169090492,350152.84845335246,454496.5735148349,510671.5826720014,593037.3241865024,176005.93923154342,207981.1137899506,50405.930860677814,147872.9430063936,368277.7132053883,437496.22961167945,458195.2069353657,14781.48436398782,112222.4278870688,332614.6206387631,332626.476351947,97431.34931093911,119242.46214731668
Vesta,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
