star,4652.593Cr1_29,4652.593Cr1_30,4653.460Cr1_29,4653.460Cr1_30,4759.449Ti1_32,4759.449Ti1_33,4760.600Ti1_32,4760.600Ti1_33,4799.873Ti2_33,4799.873Ti2_34,4800.072Fe1_33,4800.072Fe1_34,5138.510Ni1_42,5143.171Fe1_42,5187.346Ti2_43,5200.158Fe1_43,6123.910Ca1_60,6138.313Fe1_60,6139.390Fe1_60,6153.320Fe1_61,6155.928Na1_61,6162.452Na1_61,6168.150Ca1_61,6175.044Fe1_61,6192.900Ni1_61,6202.028Fe1_61,6242.372Fe1_62,6244.834V1_62
HD10180,10.476390768904976,7.091697472096817,10.462174824790972,6.534741259619684,27.183210626761383,39.281080962928094,31.882431604194494,28.34355147308881,19.580815818508075,14.646407372074286,15.7571459559646,11.358372127468648,25.920498793293227,14.943221644036003,6.9628810503851195,5.919846383500662,8.652463202848384,10.318491137075865,9.933361512814308,9.211641410854227,9.521725013634141,15.34655668966205,11.537810193550719,10.893052363736514,10.75781099286901,9.768613573513726,10.727133207799083,10.354577003781992
HD102117,16.086597367090793,9.320104334625237,10.046606091945145,7.51937387480196,18.812111165334,23.33450416050547,20.431407614124637,19.52453435350485,16.35579029633207,15.45329776791443,15.32226850563691,15.150205259523057,18.315105799962375,14.047032775304752,9.025044171580275,7.980010536736864,10.286120005556015,13.535116850482458,12.741552349270764,12.904657115591432,14.30568135056373,20.69117218059045,13.185232551330092,10.860045239665588,11.487433530889323,11.091556649329123,12.022332162884759,10.871100364693634
HD102438,5.655350223388406,4.05862139228404,5.076396175489827,3.602738694388604,12.589085316311959,18.79049496912547,15.456754322733662,14.324731454664452,12.789062386480966,10.062532597944523,11.263969477200432,7.6458659105657025,15.298949035990752,9.401570031541722,4.053231299590699,3.551755595922346,5.032612262159592,6.297458333132047,5.744032924890449,6.52003338205919,6.011003655988067,9.87762459756321,7.410939561405209,5.284869146334625,5.422288544251159,6.210614437188049,6.047758250367199,5.281239987119972
HD104982,43.21721089168853,32.116969670278586,38.57405552442473,26.83865197305219,94.00703533511903,127.04912217674662,113.4246035380217,106.62402471319044,89.9205553392264,72.63417493072218,81.17418450958728,57.987564938233334,111.7301263437238,73.95275922360003,32.17157459374249,26.73262391844744,40.86316972664816,nan,nan,51.42190661555756,nan,nan,54.47771981743735,44.18858094039809,43.46286162451621,44.58055985726169,48.431982812031784,39.826022556720005
HD106116,14.076413577676194,9.802631029984193,9.736851953907639,7.744072312323882,25.38294470927321,34.377290634209125,28.275087255478134,27.076290339339508,20.481065450129535,16.01212713440898,18.068890976385717,13.449865557441619,26.01785385481967,16.918697013215112,8.742536476868976,10.03526640708511,10.927195059699349,14.345495106406927,12.826687539832186,15.926007665581714,14.188120811564312,21.551246450205845,14.689859194546967,11.384678853452206,11.370022697609027,13.769347504499232,13.340152579765606,12.44282147206025
HD108309,7.685492426585844,4.815232431099902,6.032060281791653,4.457300936056347,15.735097353814071,19.8847820354383,17.609810739085603,17.585509435345784,11.43694462044301,9.130655655366,10.234566787022155,7.414460462709497,14.026488718236568,9.3820915472116,4.70914974978781,4.0726169793266855,6.05430209454424,6.751918222301783,6.598067617274139,6.695107213086777,6.816081328045741,9.54178615331478,8.0460839131734,6.692529766892045,6.731263495859572,6.309761376316095,7.806995660448032,6.343283821525455
HD110619,32.64851320279522,23.498203301152767,30.414584782281867,19.865429271475612,89.01019708867084,138.22092725446677,142.41010063090434,99.55023637798274,94.82576156491722,64.44344124535418,69.04239559753694,45.68049945835285,84.65399265065334,84.7719539685872,33.2468756600511,21.534264807876,29.146017136551343,50.08914171650373,46.303854597423836,33.478042930026476,nan,81.65763340421057,42.785147524579116,44.641723608216886,45.31359860262675,34.482250044488445,37.589096092139336,31.032155355553947
HD111031,10.851595336516258,7.526115512956547,8.394154212224533,7.633406066876779,21.74029998760358,23.377138606987796,24.516069520165225,22.756159390473552,17.05725602309733,12.291742771772507,14.476853400033168,11.294215297264593,16.214680873169023,14.040612286352504,7.909674667352536,7.333038024833361,10.063765147669656,13.072513611940654,10.175636027087728,11.698953792299024,11.210776320821953,14.6165939044337,12.407494157738025,9.84924704691455,10.532824909109909,11.02370638363295,10.970629202229844,10.984278839940396
HD114853,9.50220560535978,5.711664745338987,7.984950212909291,5.263676903271325,21.722640127737552,35.940602131397,26.7968667153338,24.437501456646668,19.208015729131635,15.22380262500864,16.52693533441466,10.8448446890004,27.015297911021722,15.732439099322962,6.260438011989571,5.361062557291146,7.301370552318342,9.730437125963467,8.55811608407113,8.775482637676664,8.58286419750429,15.22183511412928,11.091341819415439,8.756570384720169,9.250779574507085,8.88413710437552,9.710503702224605,8.636468721908653
HD11505,33.96563381117186,29.697558951361398,30.73480616300745,19.538561495346002,77.99196337663071,141.91403786385976,96.37129494061757,93.2909447639893,83.30345788784734,63.4169034812278,99.42632488591002,60.91093537570081,77.67472534843871,51.94456302177208,24.881422068906797,21.68564238820545,27.80050762149457,30.26480596934113,27.282647395765967,30.085196328736114,27.232565511886623,85.100086526842,45.47376552617902,33.914960636358,35.6368258307697,34.744534524700214,38.940325586229186,30.238063443750104
